ID	Product	Protocol	Fingerprint	F. Type	Shodan	Censys	Fingerprint Type	Fingerprint proposed by	Support	Status	BITSIGHT COMMENTS	Implemented on	Provided by Schneider	Remarks (Schneider)	Groma Implemented Date	Groma JIRA Ticket	Groma CPE	CPE Review (SE)
101	Power Monitoring Expert	HTTP	services.http.response.html_tags="<title>Power Monitoring Expert</title>"	html tag		Y	IT	Schneider Electric	Supported	Duplicate	Duplicates ID 13		9/13/2024			RP-220915: Adding fingerprints for Power Monitoring Expert
102	Power Monitoring Expert	HTTP	services.http.response.html_title="Power Monitoring Expert"	html title		Y	IT	Schneider Electric	Supported	Duplicate	Duplicates ID 13		9/13/2024			RP-220915: Adding fingerprints for Power Monitoring Expert
103	Power Monitoring Expert	HTTP	services.http.response.favicons.hashes="md5:7ea72e05c52490e2c9e1512832214271" and services.http.response.html_title="Power Monitoring Expert"	Favicon + hmtl title		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024			RP-220915: Adding fingerprints for Power Monitoring Expert
104	Power Operation	HTTP	services.http.response.html_tags="<title>Power Operation</title>"	html tag		Y	IT	Schneider Electric	Supported	Duplicate	Duplicates ID 105		9/13/2024
105	Power Operation	HTTP	services.http.response.html_title="Power Operation"	html title		Y	IT	Schneider Electric	Supported	Implemented		10/9/2024	9/13/2024
106	EcoStruxure Site Server 	HTTP	services.http.response.html_tags="<title>Site Server</title>"	html tag		Y	IT	Schneider Electric	Supported	Duplicate	Duplicates ID 108		9/13/2024
107	EcoStruxure Site Server 	HTTP	services.http.response.html_title="Site Server"	html title		Y	IT	Schneider Electric	Supported	Implemented		10/9/2024	9/13/2024
108	EcoStruxure Site Server 	HTTP	services.http.response.favicons.hashes="md5:7ea72e05c52490e2c9e1512832214271" and services.http.response.html_title="Site Server"	Favicon + hmtl title		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
109	EcoStruxure Site Server 	HTTP/HTTPS	services.http.response.html_tags="<title>Site Server</title>"	html title			IT	Schneider Electric	Supported	Duplicate	Duplicates ID 108		9/13/2024
110	PAS	HTTP/HTTPS	services.http.response.html_tags="<title>panel-server-webadmin</title>"	html title			IT	Schneider Electric	Supported	Duplicate	Duplicates ID 112		9/13/2024
111	PAS	HTTP/HTTPS	services.http.response.html_title="panel-server-webadmin"	html title			IT	Schneider Electric	Supported	Implemented		10/9/2024	9/13/2024
112	PAS800	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit="PAS800"	?		Y	IT	Schneider Electric	Supported	Not Implemented			9/13/2024
113	PAS800	HTTP	services.http.response.html_tags="<title>panel-server-webadmin</title>" and services.tls.certificates.leaf_data.subject.organizational_unit="PAS800"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
114	PAS600	HTTP	services.http.response.html_tags="<title>panel-server-webadmin</title>" and services.tls.certificates.leaf_data.subject.organizational_unit:"PAS600"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
115	PAS600	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit:"PAS600"	?		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
116	PAS400	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit:"PAS400"	?		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
117	PAS400	HTTP	services.http.response.html_tags="<title>panel-server-webadmin</title>" and services.tls.certificates.leaf_data.subject.organizational_unit:"PAS400"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
118	PAS800P	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit="PAS800P"	tls Certificate 		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
119	PAS800L	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit="PAS800L"	tls Certificate 		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
120	PAS600L	HTTP	services.tls.certificates.leaf_data.subject.organizational_unit="PAS600L"	tls Certificate 		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
121	PAS600	HTTP	services.http.response.html_title="panel-server-webadmin" and services.tls.certificates.leaf_data.subject.organizational_unit:"PAS600"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
122	PAS600L	HTTP	services.http.response.html_title="panel-server-webadmin" and services.tls.certificates.leaf_data.subject.organizational_unit:"PAS600L"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
123	PAS800L	HTTP	services.http.response.html_title="panel-server-webadmin" and services.tls.certificates.leaf_data.subject.organizational_unit:"PAS800L"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
124	PAS800	HTTP	services.http.response.html_title="panel-server-webadmin" and services.tls.certificates.leaf_data.subject.organizational_unit="PAS800"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
125	PAS400	HTTP	services.http.response.html_title="panel-server-webadmin" and services.tls.certificates.leaf_data.subject.organizational_unit="PAS400"	html_title + tls certificate		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible Smartfingerprint implementation		9/13/2024
126	Easergy Flair 200C	HTTP	services.http.response.html_tags="<title>Easergy Flair 200C</title>"	html tag		Y	IT	Schneider Electric	Supported	Duplicate	Duplicates ID 127		9/13/2024
127	Easergy Flair 200C	HTTP	services.http.response.html_title="Easergy Flair 200C"	html title		Y	IT	Schneider Electric	Supported	Implemented		10/9/2024	9/13/2024
128	Easergy Flair 200C	HTTP	services.http.response.body_hashes="sha256:869f52f29ce027f4a1399f91b15e79d6a763a171241fb32944a955c02731941d"	hash		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible translation to murmur hash		9/13/2024
129	Easergy Flair 200C	HTTP	services.http.response.body_hashes="sha1:554f7af58d4fd043ee75188f1866d6aebdaac91d"	hash		Y	IT	Schneider Electric	Unsupported	Not Implemented	Possible translation to murmur hash		9/13/2024
130	Easergy T300		services.tls.certificates.leaf_data.issuer.organizational_unit="Energy" and "T300"	tls Certificate 		Y	IT	Schneider Electric	Unsupported	Not Implemented			9/13/2024
